Unnamed: 0;DraftId;formula_id;flagFC;flagEF;flagCKB;Amount;ActivityType;Education;Gender;LoanPurpose;MaritalStatus;MonthlyIncome;Post
485;9a0e97da-1cef-4193-9883-c786b4c149e6;55;1;1;0;3000.0;торговля;высшее;1;ремонт дома или автомобиля;0.0;35000.0;начальник / руководитель
486;6cf43117-2e7d-44ca-ba22-414f795aee99;55;1;1;0;3000.0;торговля;высшее;1;ремонт дома или автомобиля;0.0;35000.0;начальник / руководитель
487;a3e1cfc0-df2a-44f8-bf33-861ab5b80e02;59;1;1;0;3600.0;;среднее специальное;2;ремонт дома или автомобиля;0.0;20000.0;
489;f6b0018d-b535-4341-a58a-425840aaf66f;54;1;1;0;6000.0;государственная служба;высшее;1;непредвиденные расходы;1.0;48300.0;служащий / специалист
494;82c35462-aacb-49af-a978-55ae747d64d6;54;1;1;0;6000.0;сервис и услуги;высшее;1;медицинские услуги;4.0;80000.0;начальник / руководитель
495;991a05dc-c8f5-4ee3-86c9-d1595bf5b2b5;55;1;1;0;6000.0;сервис и услуги;высшее;1;медицинские услуги;4.0;80000.0;начальник / руководитель
505;c6e6d1be-f5d5-4474-a425-8652fa4a27fb;54;1;1;0;6000.0;промышленность;неполное высшее;1;непредвиденные расходы;0.0;60000.0;руководитель компании
506;869c5419-aaee-4b66-a1b8-0729544a26e2;55;1;1;0;5000.0;добывающий сектор;среднее специальное;1;другое;1.0;40000.0;служащий / специалист
507;f0a0b6af-401b-43ed-8d8e-4f813329df00;55;1;1;0;5000.0;добывающий сектор;среднее специальное;1;другое;1.0;40000.0;служащий / специалист
508;dd658285-49fc-4e56-9e8d-ee634501eaef;55;1;1;0;3000.0;добывающий сектор;среднее специальное;1;другое;1.0;40000.0;служащий / специалист
509;2cb18da9-7615-4151-8342-052a19e80c85;55;1;1;0;6600.0;сервис и услуги;среднее;2;ремонт дома или автомобиля;3.0;50000.0;начальник / руководитель
510;e2832170-a046-4e99-a898-fcb8464e1507;54;1;1;0;3000.0;;среднее специальное;2;другое;1.0;12000.0;
511;20864a1d-75e3-4bfc-9707-30c287738ba6;55;1;1;0;5600.0;медицина;высшее;2;ежедневные расходы;1.0;56000.0;фармацевт
512;23bddeda-e319-4722-b2c6-b42d2f6fa51d;55;1;1;0;6600.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;25000.0;рабочий
513;49f587a4-1630-4054-a35c-c40b9f9a5faf;54;1;1;0;6000.0;промышленность;высшее;1;образование;0.0;80000.0;рабочий
514;b5fb1ca3-458b-4518-a18b-194a41f2095b;53;1;1;0;6000.0;промышленность;неполное высшее;2;медицинские услуги;1.0;23000.0;рабочий
517;0ff45b20-e358-44e9-9172-7a9d8249f3b1;55;1;1;0;5500.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;45000.0;рабочий
518;77d2b114-b1d8-48ad-9b4d-5b00de4a6ba8;54;1;1;0;5000.0;промышленность;среднее специальное;1;непредвиденные расходы;1.0;45000.0;рабочий
526;09ab3f8f-23be-4851-84e8-d3ee309fa7b9;54;1;1;0;5000.0;другое;неполное высшее;2;медицинские услуги;0.0;35000.0;главный бухгалтер
527;7eb3f7a8-7ebf-4a25-8a4e-a24ab2ee91b3;55;1;1;0;6000.0;промышленность;среднее специальное;2;ежедневные расходы;4.0;30000.0;рабочий
529;e565c0b9-e07b-4baa-9240-4b57d5f73a62;54;1;1;0;4000.0;торговля;среднее специальное;1;ежедневные расходы;0.0;27000.0;рабочий
530;1d5e4b2d-ea15-4bd8-ab54-500be32d4516;55;1;1;0;4000.0;информационные технологии/телекоммуникации;среднее специальное;1;непредвиденные расходы;0.0;55000.0;служащий / специалист
535;d566e13e-b060-44e7-ab29-40db58c9639a;55;1;1;0;6000.0;;среднее;2;другое;4.0;55000.0;
536;5788fb6a-9b4c-41e5-b429-c4d5f37b0461;55;1;1;0;6000.0;;среднее;2;другое;4.0;55000.0;
537;91b5629f-0766-4560-b56f-57262ba99046;48;0;1;0;6000.0;промышленность;среднее специальное;2;непредвиденные расходы;4.0;30000.0;служащий / специалист
542;72e59b45-bfaf-4514-9ec2-0a176a4d7ab9;54;1;1;0;6000.0;другое;среднее;2;непредвиденные расходы;3.0;25000.0;рабочий
543;b1944045-94de-4dfc-9161-3fafc69a585b;55;1;1;0;6000.0;торговля;среднее специальное;1;ремонт дома или автомобиля;0.0;30000.0;служащий / специалист
544;de9cc754-702e-46ea-bb1a-51a1c8821300;55;1;1;0;6000.0;государственная служба;высшее;1;покупка бытовой техники и электроники;0.0;66000.0;служащий / специалист
546;6adea455-2602-48c9-a672-a20d4d8da9d4;54;1;1;0;6000.0;медицина;среднее специальное;2;ремонт дома или автомобиля;0.0;20000.0;другое
552;e9bdeca8-b92c-4fa4-bbd3-b76989db101a;54;1;1;0;4000.0;другое;среднее специальное;1;непредвиденные расходы;0.0;50000.0;рабочий
553;29c5d074-e769-4829-a161-abc5495de195;54;1;1;0;6600.0;информационные технологии/телекоммуникации;высшее;2;непредвиденные расходы;4.0;68000.0;служащий / специалист
554;ec30aa68-d254-49d5-941e-3e2dd6539022;55;1;1;0;3000.0;информационные технологии/телекоммуникации;среднее специальное;1;непредвиденные расходы;0.0;35000.0;рабочий
562;c08ca722-9b53-4467-83f3-f05650b696b9;54;1;1;0;3000.0;другое;среднее специальное;2;другое;1.0;15000.0;рабочий
563;2db46ccc-4a1a-4748-8026-095a75a37e75;55;1;1;0;6600.0;сервис и услуги;среднее специальное;2;непредвиденные расходы;1.0;24500.0;рабочий
564;8d51817a-efcb-494c-aeb9-14355ba8d6dc;54;1;1;0;6000.0;торговля;высшее;1;ежедневные расходы;0.0;42000.0;служащий / специалист
567;29c78010-dde5-40c9-9aee-b45bfe92d958;54;1;1;0;6000.0;промышленность;высшее;1;ежедневные расходы;0.0;45000.0;служащий / специалист
569;a3ea58e2-aabf-4900-aab4-f785df1aa349;48;0;1;0;6600.0;;среднее;1;ежедневные расходы;1.0;60000.0;
581;0d513206-8fb4-4825-9ee6-d9e6df6fa07c;55;1;1;0;3000.0;;среднее специальное;1;непредвиденные расходы;0.0;30000.0;
584;83acfdff-a9e0-4090-bef6-62bfe41f80b6;55;1;1;0;6000.0;культура и искусство;среднее специальное;2;непредвиденные расходы;1.0;25000.0;начальник / руководитель
585;fc396c8b-47da-4c24-afc4-3a45e520c58d;55;1;1;0;6600.0;культура и искусство;среднее специальное;2;непредвиденные расходы;1.0;25000.0;начальник / руководитель
587;e2fe54fa-121e-4067-84ba-6cec78ec0164;55;1;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;45000.0;служащий / специалист
588;42a465e7-1b2b-46b9-a9f8-0ca5362ca30d;55;1;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;45000.0;служащий / специалист
589;017fbe05-9719-4738-8147-6f3156488f3d;55;1;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;45000.0;служащий / специалист
590;a1aa1bf7-31b6-4d87-aa68-58daf0eb7dd0;55;1;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;45000.0;служащий / специалист
591;57c61025-52d0-468c-b6b0-aab925f940e1;55;1;1;0;6000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;45000.0;служащий / специалист
593;addef01b-77aa-4acb-84ef-ef1210c6e4fe;54;1;1;0;3000.0;государственная служба;среднее специальное;1;образование;0.0;44000.0;служащий / специалист
599;f8c486fd-8b71-440a-bb53-71a274043aa4;53;1;1;0;5000.0;информационные технологии/телекоммуникации;среднее;1;подарки;0.0;25000.0;рабочий
600;41c59754-9fda-4e2d-b97c-a70ad8145cf4;53;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;60000.0;служащий / специалист
605;32e02b76-4db0-43f4-b1fb-557377aa159b;55;1;1;0;6000.0;промышленность;среднее;1;непредвиденные расходы;3.0;25000.0;рабочий
606;7040440e-425c-44a6-9861-f616f617b7a2;55;1;1;0;3000.0;;неполное среднее;2;подарки;0.0;30000.0;
607;4269b2b9-ea01-4aad-8c7e-f7d3e31f9a8c;55;1;1;0;6500.0;информационные технологии/телекоммуникации;высшее;2;непредвиденные расходы;1.0;100000.0;руководитель компании
608;f441d8b0-eb4c-4d1b-bd49-cd2d266024fc;48;0;1;0;5000.0;промышленность;среднее специальное;1;другое;1.0;45000.0;служащий / специалист
617;73e7e0b5-ef53-4e19-b95c-8ebecfbc3d88;55;1;1;0;3000.0;торговля;среднее;2;медицинские услуги;0.0;35000.0;рабочий
618;7b473e55-a9f4-4362-b751-707c4781e21a;54;1;1;0;5000.0;транспорт;высшее;2;другое;2.0;160000.0;руководитель компании
619;6bb84cc9-052f-4983-93d4-bb28e221c5b2;54;1;1;0;6000.0;торговля;среднее;2;ремонт дома или автомобиля;2.0;39000.0;рабочий
620;882b9632-ad42-4263-a4fd-0159531e61c7;55;1;1;0;6000.0;;неполное среднее;2;другое;0.0;30000.0;
621;1fd33357-96a9-4803-99f9-441110344644;55;1;1;0;6000.0;;неполное среднее;2;другое;0.0;30000.0;
623;cec42214-af1a-458b-b3db-16bd9626d597;55;1;1;0;6000.0;торговля;среднее специальное;1;непредвиденные расходы;0.0;30000.0;рабочий
624;7a17aaff-65de-48ba-9855-a5187e4dc12e;55;1;1;0;6000.0;торговля;среднее специальное;1;непредвиденные расходы;0.0;30000.0;рабочий
627;2f132f0a-f5cc-4cec-b5e2-c21995020c8e;54;1;1;0;6000.0;охранная деятельность;высшее;1;ремонт дома или автомобиля;0.0;55000.0;служащий / специалист
632;6c103bb4-7add-401b-aedf-c31d80150b76;55;1;1;0;6000.0;государственная служба;среднее специальное;1;покупка бытовой техники и электроники;0.0;28000.0;служащий / специалист
640;0a0ddeae-5f4c-4c0f-a34b-1b50cc28c20b;54;1;1;0;6600.0;промышленность;среднее;2;медицинские услуги;1.0;28000.0;рабочий
641;57105799-4a76-41ee-ab6c-da319cab63dd;55;1;1;0;6600.0;финансы, банки, страхование, консалтинг;высшее;1;непредвиденные расходы;1.0;750000.0;служащий / специалист
646;19f4cc3f-95e8-4eae-8ced-7e81773cfec3;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;непредвиденные расходы;0.0;25000.0;служащий / специалист
